replace_type,top_fraction,embedding_dim,hidden_dim,context_window,replace_frac,loss
True,0.1,64,128,1,0.01,4.803359402181379
False,0.1,64,128,6,0.1,4.458135255399343
False,0.1,64,128,6,0.05,4.458135255399343
False,0.1,64,128,6,0.01,4.732734545044229
False,0.1,64,128,3,0.1,4.444529895029278
False,0.1,64,128,3,0.05,4.444529895029278
False,0.1,64,128,3,0.01,4.69399133764216
False,0.1,64,128,1,0.1,4.403247520344875
False,0.1,64,128,1,0.05,4.403247520344875
False,0.1,64,128,1,0.01,4.662301898141079
True,0.01,64,256,6,0.1,4.593424025589858
True,0.01,64,256,6,0.05,4.61983502118845
True,0.01,64,256,6,0.01,4.727903376057588
True,0.01,64,256,3,0.1,4.592918104134093
True,0.01,64,256,3,0.05,4.617042270133166
True,0.01,64,256,3,0.01,4.656486835767722
True,0.01,64,256,1,0.1,4.517384858081565
True,0.01,64,256,1,0.05,4.561655253344989
True,0.01,64,256,1,0.01,4.645753975667743
False,0.01,64,256,6,0.1,4.695575128172056
False,0.01,64,256,6,0.05,4.695575128172056
False,0.01,64,256,6,0.01,4.695575128172056
False,0.01,64,256,3,0.1,4.640683555159973
False,0.01,64,256,3,0.05,4.640683555159973
False,0.01,64,256,3,0.01,4.640683555159973
False,0.01,64,256,1,0.1,4.634080907885898
False,0.01,64,256,1,0.05,4.634080907885898
False,0.01,64,256,1,0.01,4.634080907885898
True,0.05,64,256,6,0.1,4.33103472845895
True,0.05,64,256,6,0.05,4.474382750525569
True,0.05,64,256,6,0.01,4.636585248887331
True,0.05,64,256,3,0.1,4.341646269777233
True,0.05,64,256,3,0.05,4.462665925596372
True,0.05,64,256,3,0.01,4.565185206830848
True,0.05,64,256,1,0.1,4.376875200061155
True,0.05,64,256,1,0.05,4.489226219407635
True,0.05,64,256,1,0.01,4.574299513255262
False,0.05,64,256,6,0.1,4.355974084962674
False,0.05,64,256,6,0.05,4.355974084962674
False,0.05,64,256,6,0.01,4.452070808853699
False,0.05,64,256,3,0.1,4.330314184315113
False,0.05,64,256,3,0.05,4.330314184315113
False,0.05,64,256,3,0.01,4.420327112372882
False,0.05,64,256,1,0.1,4.306711594540621
False,0.05,64,256,1,0.05,4.306711594540621
False,0.05,64,256,1,0.01,4.401958526496134
True,0.1,64,256,6,0.1,4.294123313983558
True,0.1,64,256,6,0.05,4.428149174037849
True,0.1,64,256,6,0.01,4.625623702449112
True,0.1,64,256,3,0.1,4.297587676607635
True,0.1,64,256,3,0.05,4.40964943855897
True,0.1,64,256,3,0.01,4.567309672547273
True,0.1,64,256,1,0.1,4.352979580838229
True,0.1,64,256,1,0.05,4.455023296480256
True,0.1,64,256,1,0.01,4.587280689354696
False,0.1,64,256,6,0.1,4.221674069018037
False,0.1,64,256,6,0.05,4.221674069018037
False,0.1,64,256,6,0.01,4.442337614872453
False,0.1,64,256,3,0.1,4.211004154192031
False,0.1,64,256,3,0.05,4.211004154192031
False,0.1,64,256,3,0.01,4.405138561811458
False,0.1,64,256,1,0.1,4.17816833890412
False,0.1,64,256,1,0.05,4.17816833890412
False,0.1,64,256,1,0.01,4.39614446210252
True,0.01,128,64,6,0.1,4.916700884855583
True,0.01,128,64,6,0.05,4.980993936563064
True,0.01,128,64,6,0.01,5.146900760725954
True,0.01,128,64,3,0.1,5.013284280048153
True,0.01,128,64,3,0.05,5.01505556062262
True,0.01,128,64,3,0.01,5.034797918228876
True,0.01,128,64,1,0.1,4.938636088066677
True,0.01,128,64,1,0.05,5.0477235835049905
True,0.01,128,64,1,0.01,5.248684506521546
False,0.01,128,64,6,0.1,5.205474882314152
False,0.01,128,64,6,0.05,5.205474882314152
False,0.01,128,64,6,0.01,5.205474882314152
False,0.01,128,64,3,0.1,5.08575658931134
False,0.01,128,64,3,0.05,5.08575658931134
False,0.01,128,64,3,0.01,5.08575658931134
