replace_type,top_fraction,embedding_dim,hidden_dim,context_window,replace_frac,loss
True,0.1,256,256,6,0.1,4.463686149115886
True,0.1,256,256,6,0.05,4.651865611245278
True,0.1,256,256,6,0.01,4.944973301931966
True,0.1,256,256,3,0.1,4.4893436808257166
True,0.1,256,256,3,0.05,4.703985422571821
True,0.1,256,256,3,0.01,4.972677010049577
True,0.1,256,256,1,0.1,4.641092925726664
True,0.1,256,256,1,0.05,4.79038850204629
True,0.1,256,256,1,0.01,4.9634062916392345
False,0.1,256,256,6,0.1,4.41139805324334
False,0.1,256,256,6,0.05,4.41139805324334
False,0.1,256,256,6,0.01,4.705713865103523
False,0.1,256,256,3,0.1,4.462926823430509
False,0.1,256,256,3,0.05,4.462926823430509
False,0.1,256,256,3,0.01,4.731842153927345
False,0.1,256,256,1,0.1,4.47645821402427
False,0.1,256,256,1,0.05,4.47645821402427
False,0.1,256,256,1,0.01,4.7409436959076405
True,0.01,256,512,6,0.1,4.646428566085692
True,0.01,256,512,6,0.05,4.72743325947678
True,0.01,256,512,6,0.01,4.930653075389494
True,0.01,256,512,3,0.1,4.71399396676466
True,0.01,256,512,3,0.05,4.7882730016951385
True,0.01,256,512,3,0.01,4.963361168737512
True,0.01,256,512,1,0.1,4.827907328430801
True,0.01,256,512,1,0.05,4.9602377777739735
True,0.01,256,512,1,0.01,5.023754564407377
False,0.01,256,512,6,0.1,4.866445083807832
False,0.01,256,512,6,0.05,4.866445083807832
False,0.01,256,512,6,0.01,4.866445083807832
False,0.01,256,512,3,0.1,4.853845888224353
False,0.01,256,512,3,0.05,4.853845888224353
False,0.01,256,512,3,0.01,4.853845888224353
False,0.01,256,512,1,0.1,4.842100315615581
False,0.01,256,512,1,0.05,4.842100315615581
False,0.01,256,512,1,0.01,4.842100315615581
True,0.05,256,512,6,0.1,4.5801956586914825
True,0.05,256,512,6,0.05,4.702968574889037
True,0.05,256,512,6,0.01,4.889187752348507
True,0.05,256,512,3,0.1,4.6506234003639575
True,0.05,256,512,3,0.05,4.7502120096836125
True,0.05,256,512,3,0.01,4.913662475706851
True,0.05,256,512,1,0.1,4.778768036215849
True,0.05,256,512,1,0.05,4.906770712400238
True,0.05,256,512,1,0.01,4.975499178920198
False,0.05,256,512,6,0.1,4.579861735764166
False,0.05,256,512,6,0.05,4.579861735764166
False,0.05,256,512,6,0.01,4.662688735703491
False,0.05,256,512,3,0.1,4.60416568977778
False,0.05,256,512,3,0.05,4.60416568977778
False,0.05,256,512,3,0.01,4.673751484466088
False,0.05,256,512,1,0.1,4.647884562713452
False,0.05,256,512,1,0.05,4.647884562713452
False,0.05,256,512,1,0.01,4.734474962138478
True,0.1,256,512,6,0.1,4.494994402079941
True,0.1,256,512,6,0.05,4.630349656230104
True,0.1,256,512,6,0.01,4.875635575033108
True,0.1,256,512,3,0.1,4.531909167655438
True,0.1,256,512,3,0.05,4.682954019459973
True,0.1,256,512,3,0.01,4.923625454389953
True,0.1,256,512,1,0.1,4.72555693815479
True,0.1,256,512,1,0.05,4.879898090848573
True,0.1,256,512,1,0.01,4.993599364148526
False,0.1,256,512,6,0.1,4.387588413847833
False,0.1,256,512,6,0.05,4.387588413847833
False,0.1,256,512,6,0.01,4.659554549371922
False,0.1,256,512,3,0.1,4.445359181439084
False,0.1,256,512,3,0.05,4.445359181439084
False,0.1,256,512,3,0.01,4.683046711684014
False,0.1,256,512,1,0.1,4.498115769226852
False,0.1,256,512,1,0.05,4.498115769226852
False,0.1,256,512,1,0.01,4.750432494562409
