replace_type,top_fraction,embedding_dim,hidden_dim,context_window,replace_frac,loss
True,0.05,128,256,5,0.1,4.015121281016577
True,0.05,128,256,5,0.05,4.0882405947804195
True,0.05,128,256,5,0.01,4.293912080323757
True,0.05,128,256,2,0.1,4.01389719186083
True,0.05,128,256,2,0.05,4.117677605995551
True,0.05,128,256,2,0.01,4.301602961284935
False,0.05,128,256,5,0.1,3.9362673042987404
False,0.05,128,256,5,0.05,3.9362673042987404
False,0.05,128,256,5,0.01,4.1259205876954885
False,0.05,128,256,2,0.1,3.9997035834495382
False,0.05,128,256,2,0.05,3.9997035834495382
False,0.05,128,256,2,0.01,4.162830822142609
True,0.1,128,256,5,0.1,3.9811296245636165
True,0.1,128,256,5,0.05,4.036746723994471
True,0.1,128,256,5,0.01,4.284711133294693
True,0.1,128,256,2,0.1,4.001771263968414
True,0.1,128,256,2,0.05,4.073055538793796
True,0.1,128,256,2,0.01,4.310463628309821
False,0.1,128,256,5,0.1,3.7933099395075827
False,0.1,128,256,5,0.05,3.7933099395075827
False,0.1,128,256,5,0.01,4.130240267858637
False,0.1,128,256,2,0.1,3.8631632729745276
False,0.1,128,256,2,0.05,3.8631632729745276
False,0.1,128,256,2,0.01,4.155936035076951
True,0.01,128,512,5,0.1,4.058000565792504
True,0.01,128,512,5,0.05,4.106952872787576
True,0.01,128,512,5,0.01,4.237438386065694
True,0.01,128,512,2,0.1,4.135332497952195
True,0.01,128,512,2,0.05,4.189070377795041
True,0.01,128,512,2,0.01,4.286873764577876
False,0.01,128,512,5,0.1,4.192710829163711
False,0.01,128,512,5,0.05,4.192710829163711
False,0.01,128,512,5,0.01,4.192710829163711
False,0.01,128,512,2,0.1,4.227449942295957
False,0.01,128,512,2,0.05,4.227449942295957
False,0.01,128,512,2,0.01,4.227449942295957
True,0.05,128,512,5,0.1,3.9103053753433397
True,0.05,128,512,5,0.05,4.001669540794812
True,0.05,128,512,5,0.01,4.1736167362360606
True,0.05,128,512,2,0.1,3.9866219311191773
True,0.05,128,512,2,0.05,4.068574213964238
True,0.05,128,512,2,0.01,4.216923162765002
False,0.05,128,512,5,0.1,3.806597220645518
False,0.05,128,512,5,0.05,3.806597220645518
False,0.05,128,512,5,0.01,3.950421902143894
False,0.05,128,512,2,0.1,3.885758259277288
False,0.05,128,512,2,0.05,3.885758259277288
False,0.05,128,512,2,0.01,4.012872857998793
True,0.1,128,512,5,0.1,3.870781660775561
True,0.1,128,512,5,0.05,3.9365895337035934
True,0.1,128,512,5,0.01,4.176645023121963
True,0.1,128,512,2,0.1,3.951919689220203
True,0.1,128,512,2,0.05,4.013063739982511
True,0.1,128,512,2,0.01,4.244181029384454
False,0.1,128,512,5,0.1,3.659304460933137
False,0.1,128,512,5,0.05,3.659304460933137
False,0.1,128,512,5,0.01,3.974483567202378
False,0.1,128,512,2,0.1,3.7395988703643552
False,0.1,128,512,2,0.05,3.7395988703643552
False,0.1,128,512,2,0.01,4.022225103093098
True,0.01,256,128,5,0.1,4.332025712811103
True,0.01,256,128,5,0.05,4.434544940485213
True,0.01,256,128,5,0.01,4.597026399588776
True,0.01,256,128,2,0.1,4.35224560957421
True,0.01,256,128,2,0.05,4.434669892514909
True,0.01,256,128,2,0.01,4.668948335077187
False,0.01,256,128,5,0.1,4.570400681311331
False,0.01,256,128,5,0.05,4.570400681311331
False,0.01,256,128,5,0.01,4.570400681311331
False,0.01,256,128,2,0.1,4.654751442889069
False,0.01,256,128,2,0.05,4.654751442889069
False,0.01,256,128,2,0.01,4.654751442889069
True,0.05,256,128,5,0.1,4.136385498735524
True,0.05,256,128,5,0.05,4.273306463862057
True,0.05,256,128,5,0.01,4.514459420085214
True,0.05,256,128,2,0.1,4.179611192316491
True,0.05,256,128,2,0.05,4.306042355746792
True,0.05,256,128,2,0.01,4.630237634472391
False,0.05,256,128,5,0.1,4.069756917237018
False,0.05,256,128,5,0.05,4.069756917237018
False,0.05,256,128,5,0.01,4.264972745198389
False,0.05,256,128,2,0.1,4.175157209280892
False,0.05,256,128,2,0.05,4.175157209280892
False,0.05,256,128,2,0.01,4.38969152344134
True,0.1,256,128,5,0.1,4.107765309224591
True,0.1,256,128,5,0.05,4.202758837580942
True,0.1,256,128,5,0.01,4.482191699686753
True,0.1,256,128,2,0.1,4.147998523051333
True,0.1,256,128,2,0.05,4.252567692275989
True,0.1,256,128,2,0.01,4.57710403095276
False,0.1,256,128,5,0.1,3.932888304726387
False,0.1,256,128,5,0.05,3.932888304726387
False,0.1,256,128,5,0.01,4.284817286428094
False,0.1,256,128,2,0.1,4.023172544615709
False,0.1,256,128,2,0.05,4.023172544615709
False,0.1,256,128,2,0.01,4.388599883544888
True,0.01,256,256,5,0.1,4.14448765000664
True,0.01,256,256,5,0.05,4.23956473338004
True,0.01,256,256,5,0.01,4.354381709443141
True,0.01,256,256,2,0.1,4.143893427434931
True,0.01,256,256,2,0.05,4.226298894263114
True,0.01,256,256,2,0.01,4.402103894127276
False,0.01,256,256,5,0.1,4.261460137315078
False,0.01,256,256,5,0.05,4.261460137315078
False,0.01,256,256,5,0.01,4.261460137315078
False,0.01,256,256,2,0.1,4.306203117864485
False,0.01,256,256,2,0.05,4.306203117864485
False,0.01,256,256,2,0.01,4.306203117864485
True,0.05,256,256,5,0.1,3.9910741739252202
True,0.05,256,256,5,0.05,4.097844589026108
True,0.05,256,256,5,0.01,4.278209555505576
True,0.05,256,256,2,0.1,3.9976608843632984
True,0.05,256,256,2,0.05,4.093928832541757
True,0.05,256,256,2,0.01,4.338096316064212
False,0.05,256,256,5,0.1,3.8644260513269493
False,0.05,256,256,5,0.05,3.8644260513269493
False,0.05,256,256,5,0.01,4.012118655517099
False,0.05,256,256,2,0.1,3.9522049084447057
False,0.05,256,256,2,0.05,3.9522049084447057
False,0.05,256,256,2,0.01,4.074125056541549
True,0.1,256,256,5,0.1,3.9268526326644864
True,0.1,256,256,5,0.05,4.010023357744725
True,0.1,256,256,5,0.01,4.262519852946397
True,0.1,256,256,2,0.1,3.9649165927016066
True,0.1,256,256,2,0.05,4.041822407386496
True,0.1,256,256,2,0.01,4.2968963748951365
False,0.1,256,256,5,0.1,3.71128660236111
False,0.1,256,256,5,0.05,3.71128660236111
False,0.1,256,256,5,0.01,4.024673953880627
False,0.1,256,256,2,0.1,3.8003653424400037
False,0.1,256,256,2,0.05,3.8003653424400037
False,0.1,256,256,2,0.01,4.08214734106669
True,0.01,256,512,5,0.1,4.061880581749346
True,0.01,256,512,5,0.05,4.131563543316919
True,0.01,256,512,5,0.01,4.262059428933587
True,0.01,256,512,2,0.1,4.062008113951513
True,0.01,256,512,2,0.05,4.128592285076951
True,0.01,256,512,2,0.01,4.283741598490987
False,0.01,256,512,5,0.1,4.09610661444744
False,0.01,256,512,5,0.05,4.09610661444744
False,0.01,256,512,5,0.01,4.09610661444744
False,0.01,256,512,2,0.1,4.1135713675003
False,0.01,256,512,2,0.05,4.1135713675003
False,0.01,256,512,2,0.01,4.1135713675003
True,0.05,256,512,5,0.1,3.9097829774554675
True,0.05,256,512,5,0.05,3.9915232183635885
True,0.05,256,512,5,0.01,4.191092477063903
True,0.05,256,512,2,0.1,3.9151808426034096
True,0.05,256,512,2,0.05,3.990738428569379
True,0.05,256,512,2,0.01,4.189490011014875
False,0.05,256,512,5,0.1,3.7349991741013473
False,0.05,256,512,5,0.05,3.7349991741013473
False,0.05,256,512,5,0.01,3.8399749203896887
False,0.05,256,512,2,0.1,3.8246320979078696
False,0.05,256,512,2,0.05,3.8246320979078696
False,0.05,256,512,2,0.01,3.9133406521889698
True,0.1,256,512,5,0.1,3.821967744027325
True,0.1,256,512,5,0.05,3.8967921086943647
True,0.1,256,512,5,0.01,4.16859874753166
True,0.1,256,512,2,0.1,3.886747748029223
True,0.1,256,512,2,0.05,3.96390949679847
True,0.1,256,512,2,0.01,4.185088209128571
False,0.1,256,512,5,0.1,3.5868735925547837
False,0.1,256,512,5,0.05,3.5868735925547837
False,0.1,256,512,5,0.01,3.8991095511953295
False,0.1,256,512,2,0.1,3.6668294404737276
False,0.1,256,512,2,0.05,3.6668294404737276
False,0.1,256,512,2,0.01,3.923362910877954
